id	name	keyword	video_id	video_count
186	Morte di Simoncelli- Il ricordo di Valentino Rossi SKY SPORT	america	qwgVt5809tU	608726
187	Morte di Simoncelli- Il ricordo di Valentino Rossi SKY SPORT	amauri	qwgVt5809tU	608726
188	Morte di Simoncelli- Il ricordo di Valentino Rossi SKY SPORT	balotelli	qwgVt5809tU	608726
189	Morte di Simoncelli- Il ricordo di Valentino Rossi SKY SPORT	pirlo	qwgVt5809tU	608726
190	Morte di Simoncelli- Il ricordo di Valentino Rossi SKY SPORT	gattuso	qwgVt5809tU	608726
191	Morte di Simoncelli- Il ricordo di Valentino Rossi SKY SPORT	piero	qwgVt5809tU	608726
192	Morte di Simoncelli- Il ricordo di Valentino Rossi SKY SPORT	nesta	qwgVt5809tU	608726
193	Morte di Simoncelli- Il ricordo di Valentino Rossi SKY SPORT	buffon	qwgVt5809tU	608726
194	Morte di Simoncelli- Il ricordo di Valentino Rossi SKY SPORT	sirigu	qwgVt5809tU	608726
195	Morte di Simoncelli- Il ricordo di Valentino Rossi SKY SPORT	divertente	qwgVt5809tU	608726
196	Morte di Simoncelli- Il ricordo di Valentino Rossi SKY SPORT	video	qwgVt5809tU	608726
197	Morte di Simoncelli- Il ricordo di Valentino Rossi SKY SPORT	live	qwgVt5809tU	608726
198	Morte di Simoncelli- Il ricordo di Valentino Rossi SKY SPORT	diretta	qwgVt5809tU	608726
199	Morte di Simoncelli- Il ricordo di Valentino Rossi SKY SPORT	interviste	qwgVt5809tU	608726
200	Morte di Simoncelli- Il ricordo di Valentino Rossi SKY SPORT	tg	qwgVt5809tU	608726
201	Morte di Simoncelli- Il ricordo di Valentino Rossi SKY SPORT	canale	qwgVt5809tU	608726
202	Morte di Simoncelli- Il ricordo di Valentino Rossi SKY SPORT	vittoria	qwgVt5809tU	608726
203	Morte di Simoncelli- Il ricordo di Valentino Rossi SKY SPORT	sofferenza	qwgVt5809tU	608726
204	Morte di Simoncelli- Il ricordo di Valentino Rossi SKY SPORT	sconfitta	qwgVt5809tU	608726
205	Morte di Simoncelli- Il ricordo di Valentino Rossi SKY SPORT	premio	qwgVt5809tU	608726
206	Morte di Simoncelli- Il ricordo di Valentino Rossi SKY SPORT	vincitore	qwgVt5809tU	608726
207	Morte di Simoncelli- Il ricordo di Valentino Rossi SKY SPORT	trofeo	qwgVt5809tU	608726
208	Morte di Simoncelli- Il ricordo di Valentino Rossi SKY SPORT	argento	qwgVt5809tU	608726
209	Morte di Simoncelli- Il ricordo di Valentino Rossi SKY SPORT	bronzo	qwgVt5809tU	608726
210	Morte di Simoncelli- Il ricordo di Valentino Rossi SKY SPORT	pallone	qwgVt5809tU	608726
211	Morte di Simoncelli- Il ricordo di Valentino Rossi SKY SPORT	attaccanti	qwgVt5809tU	608726
212	Morte di Simoncelli- Il ricordo di Valentino Rossi SKY SPORT	centrocampisti	qwgVt5809tU	608726
213	Morte di Simoncelli- Il ricordo di Valentino Rossi SKY SPORT	rassegna	qwgVt5809tU	608726
214	Morte di Simoncelli- Il ricordo di Valentino Rossi SKY SPORT	neri	qwgVt5809tU	608726
215	Morte di Simoncelli- Il ricordo di Valentino Rossi SKY SPORT	bianchi	qwgVt5809tU	608726
216	Morte di Simoncelli- Il ricordo di Valentino Rossi SKY SPORT	uniti	qwgVt5809tU	608726
217	LECCE-MILAN 3-4 *highlights SKY* [23-10-2011]	lecce-milan 3-4	biiyybfaw9o	434135
218	LECCE-MILAN 3-4 *highlights SKY* [23-10-2011]	lecce milan	biiyybfaw9o	434135
219	LECCE-MILAN 3-4 *highlights SKY* [23-10-2011]	lecce 3-4 milan	biiyybfaw9o	434135
220	LECCE-MILAN 3-4 *highlights SKY* [23-10-2011]	lecce milan 3 4	biiyybfaw9o	434135
221	LECCE-MILAN 3-4 *highlights SKY* [23-10-2011]	lecce vs milan 3 4	biiyybfaw9o	434135
222	LECCE-MILAN 3-4 *highlights SKY* [23-10-2011]	lecce milan 3-4	biiyybfaw9o	434135
223	LECCE-MILAN 3-4 *highlights SKY* [23-10-2011]	lecce milan sky	biiyybfaw9o	434135
224	LECCE-MILAN 3-4 *highlights SKY* [23-10-2011]	lecce milan 2011	biiyybfaw9o	434135
225	LECCE-MILAN 3-4 *highlights SKY* [23-10-2011]	highlights	biiyybfaw9o	434135
226	LECCE-MILAN 3-4 *highlights SKY* [23-10-2011]	23-10-2011	biiyybfaw9o	434135
227	LECCE-MILAN 3-4 *highlights SKY* [23-10-2011]	gol	biiyybfaw9o	434135
228	LECCE-MILAN 3-4 *highlights SKY* [23-10-2011]	goal	biiyybfaw9o	434135
229	LECCE-MILAN 3-4 *highlights SKY* [23-10-2011]	giacomazzi	biiyybfaw9o	434135
230	LECCE-MILAN 3-4 *highlights SKY* [23-10-2011]	oddo	biiyybfaw9o	434135
231	LECCE-MILAN 3-4 *highlights SKY* [23-10-2011]	grossmuller	biiyybfaw9o	434135
232	LECCE-MILAN 3-4 *highlights SKY* [23-10-2011]	boateng	biiyybfaw9o	434135
233	LECCE-MILAN 3-4 *highlights SKY* [23-10-2011]	yepes	biiyybfaw9o	434135
234	LECCE-MILAN 3-4 *highlights SKY* [23-10-2011]	goals	biiyybfaw9o	434135
235	LECCE-MILAN 3-4 *highlights SKY* [23-10-2011]	football	biiyybfaw9o	434135
236	LECCE-MILAN 3-4 *highlights SKY* [23-10-2011]	soccer	biiyybfaw9o	434135
237	LECCE-MILAN 3-4 *highlights SKY* [23-10-2011]	match	biiyybfaw9o	434135
238	LECCE-MILAN 3-4 *highlights SKY* [23-10-2011]	serie a	biiyybfaw9o	434135
239	LECCE-MILAN 3-4 *highlights SKY* [23-10-2011]	23.10.2011	biiyybfaw9o	434135
240	LECCE-MILAN 3-4 *highlights SKY* [23-10-2011]	2310/2011	biiyybfaw9o	434135
241	LECCE-MILAN 3-4 *highlights SKY* [23-10-2011]	lecce milan 23 10 2011	biiyybfaw9o	434135
242	LECCE-MILAN 3-4 *highlights SKY* [23-10-2011]	serie	biiyybfaw9o	434135
243	LECCE-MILAN 3-4 *highlights SKY* [23-10-2011]	lecce-milan 3 a 4	biiyybfaw9o	434135
244	LECCE-MILAN 3-4 *highlights SKY* [23-10-2011]	lecce 3 4 milan	biiyybfaw9o	434135
245	LECCE-MILAN 3-4 *highlights SKY* [23-10-2011]	lecce 3 milan 4	biiyybfaw9o	434135
246	LECCE-MILAN 3-4 *highlights SKY* [23-10-2011]	[lecce-milan	biiyybfaw9o	434135
247	LECCE-MILAN 3-4 *highlights SKY* [23-10-2011]	3-4]	biiyybfaw9o	434135
248	LECCE-MILAN 3-4 *highlights SKY* [23-10-2011]	[lecce]	biiyybfaw9o	434135
249	LECCE-MILAN 3-4 *highlights SKY* [23-10-2011]	[vs]	biiyybfaw9o	434135
250	LECCE-MILAN 3-4 *highlights SKY* [23-10-2011]	[milan]	biiyybfaw9o	434135
251	LECCE-MILAN 3-4 *highlights SKY* [23-10-2011]	[3-4]	biiyybfaw9o	434135
252	LECCE-MILAN 3-4 *highlights SKY* [23-10-2011]	[highlights]	biiyybfaw9o	434135
253	LECCE-MILAN 3-4 *highlights SKY* [23-10-2011]	[23-10-2011]	biiyybfaw9o	434135
254	LECCE-MILAN 3-4 *highlights SKY* [23-10-2011]	A.C. Milan	biiyybfaw9o	434135
255	LECCE-MILAN 3-4 *highlights SKY* [23-10-2011]	Inter	biiyybfaw9o	434135
256	LECCE-MILAN 3-4 *highlights SKY* [23-10-2011]	F.C. Internazionale Milano	biiyybfaw9o	434135
257	crash death  Malaysian Motorcycle Grand Prix 2011   Pray for life Simoncelli	Life	2gItK129T7s	372150
258	crash death  Malaysian Motorcycle Grand Prix 2011   Pray for life Simoncelli	Second	2gItK129T7s	372150
259	crash death  Malaysian Motorcycle Grand Prix 2011   Pray for life Simoncelli	Life (magazine)	2gItK129T7s	372150
260	crash death  Malaysian Motorcycle Grand Prix 2011   Pray for life Simoncelli	Crash (2004 Film)	2gItK129T7s	372150
261	crash death  Malaysian Motorcycle Grand Prix 2011   Pray for life Simoncelli	Life (NBC TV Series)	2gItK129T7s	372150
262	crash death  Malaysian Motorcycle Grand Prix 2011   Pray for life Simoncelli	Real	2gItK129T7s	372150
263	crash death  Malaysian Motorcycle Grand Prix 2011   Pray for life Simoncelli	Accident	2gItK129T7s	372150
264	crash death  Malaysian Motorcycle Grand Prix 2011   Pray for life Simoncelli	Skating	2gItK129T7s	372150
265	crash death  Malaysian Motorcycle Grand Prix 2011   Pray for life Simoncelli	Arnold	2gItK129T7s	372150
266	crash death  Malaysian Motorcycle Grand Prix 2011   Pray for life Simoncelli	The Real	2gItK129T7s	372150
267	crash death  Malaysian Motorcycle Grand Prix 2011   Pray for life Simoncelli	Chase	2gItK129T7s	372150
268	crash death  Malaysian Motorcycle Grand Prix 2011   Pray for life Simoncelli	News	2gItK129T7s	372150
269	crash death  Malaysian Motorcycle Grand Prix 2011   Pray for life Simoncelli	Police	2gItK129T7s	372150
270	crash death  Malaysian Motorcycle Grand Prix 2011   Pray for life Simoncelli	Ice	2gItK129T7s	372150
271	crash death  Malaysian Motorcycle Grand Prix 2011   Pray for life Simoncelli	Formula	2gItK129T7s	372150
272	crash death  Malaysian Motorcycle Grand Prix 2011   Pray for life Simoncelli	Figure	2gItK129T7s	372150
273	crash death  Malaysian Motorcycle Grand Prix 2011   Pray for life Simoncelli	Real Life	2gItK129T7s	372150
274	crash death  Malaysian Motorcycle Grand Prix 2011   Pray for life Simoncelli	Second Life	2gItK129T7s	372150
275	crash death  Malaysian Motorcycle Grand Prix 2011   Pray for life Simoncelli	Life Part	2gItK129T7s	372150
276	crash death  Malaysian Motorcycle Grand Prix 2011   Pray for life Simoncelli	Crashes	2gItK129T7s	372150
277	Marco Simoncelli Race Accident In Sepang	Marco	V_CNAYXbTCE	426809
278	Marco Simoncelli Race Accident In Sepang	Simoncelli	V_CNAYXbTCE	426809
279	Marco Simoncelli Race Accident In Sepang	Tribute	V_CNAYXbTCE	426809
280	Marco Simoncelli Race Accident In Sepang	Motogp	V_CNAYXbTCE	426809
281	Marco Simoncelli Race Accident In Sepang	Sepang	V_CNAYXbTCE	426809
282	Marco Simoncelli Race Accident In Sepang	Malaysian	V_CNAYXbTCE	426809
283	Marco Simoncelli Race Accident In Sepang	Motorcycle	V_CNAYXbTCE	426809
284	Marco Simoncelli Race Accident In Sepang	Grand	V_CNAYXbTCE	426809
285	Marco Simoncelli Race Accident In Sepang	Prix	V_CNAYXbTCE	426809
286	Marco Simoncelli Race Accident In Sepang	58	V_CNAYXbTCE	426809
287	Marco Simoncelli Race Accident In Sepang	Colin	V_CNAYXbTCE	426809
288	Marco Simoncelli Race Accident In Sepang	Edwards	V_CNAYXbTCE	426809
289	Marco Simoncelli Race Accident In Sepang	Valentino	V_CNAYXbTCE	426809
290	Marco Simoncelli Race Accident In Sepang	Rossi	V_CNAYXbTCE	426809
291	Marco Simoncelli Race Accident In Sepang	Grand Prix Motorcycle Racing	V_CNAYXbTCE	426809
